"","SCode","total_35_64","geometry"
"1694","0132324",289,c(-118.105379999731, 33.7796199998266)
"1695","0132357",830,c(-122.644080000145, 38.229259999593)
"1696","0132373",324,c(-122.093719999926, 37.3946900001263)
"1697","0132381",302,c(-118.096540000508, 33.8251300004449)
"1698","0132399",439,c(-121.214289999973, 38.6850900003683)
"1699","0132407",204,c(-121.674730000386, 36.6971800002056)
"1700","0132415",174,c(-121.315883976502, 37.9883889836409)
"1701","0132423",1044,c(-122.947684033885, 40.7394050021169)
"1702","0132431",213,c(-117.004639999855, 32.7119000003968)
"1703","0132464",413,c(-121.562359999756, 38.5546000000821)
"1704","0132472",270,c(-117.89538303306, 33.6902103039297)
"1705","0132506",282,c(-117.030096015256, 32.9398990061091)
"1706","0132514",610,c(-122.156999999868, 37.7514000002323)
"1707","0132530",190,c(-121.816159999755, 37.3596799995669)
"1708","0132548",275,c(-116.980660000133, 32.8172800001721)
"1709","0132571",818,c(-122.615310000335, 38.9334699997555)
"1710","0132597",545,c(-122.331110000405, 40.3587499998338)
"1711","0132605",348,c(-118.206659999518, 33.9549799996579)
"1712","0132613",270,c(-117.903690000313, 33.749520000078)
"1713","0132647",1464,c(-122.398799999588, 40.6289210003781)
"1714","0132654",270,c(-117.89538303306, 33.6902103039297)
"1715","0132662",168,c(-120.800400000104, 37.5265899998842)
"1716","0132670",208,c(-121.7666699999, 37.6786199999236)
"1717","0132688",497,c(-122.258390000389, 37.7969300002666)
"1718","0132704",404,c(-121.925180000013, 37.7195700004434)
"1719","0132720",25,c(-114.60452199984, 34.8345770002245)
"1720","0132738",323,c(-120.460049999616, 34.6429399999938)
"1721","0132746",548,c(-122.282189999442, 37.8358199999231)
"1722","0132837",266,c(-121.3105999996, 38.100519999913)
"1723","0132845",384,c(-118.330200000371, 34.002849999841)
"1724","0132902",428,c(-121.918840000405, 37.7518199996703)
"1725","0132910",261,c(-117.844339999567, 33.7324000000039)
"1726","0132928",476,c(-118.181539999798, 34.0850900003322)
"1727","0132936",341,c(-119.729970000259, 37.1244600004051)
"1728","0132944",1464,c(-122.39821999942, 40.6295799997325)
"1729","0132951",258,c(-117.003490000511, 32.7904900002798)
"1730","0132969",320,c(-118.239590000292, 33.9154299999052)
"1731","0132977",317,c(-121.67915999976, 39.187386000266)
"1732","0133009",342,c(-122.098340000398, 37.6725900003765)
"1733","0133090",70,c(-116.522490000286, 33.8162270003755)
"1734","0133116",372,c(-118.797999999781, 34.2758800004432)
"1735","0133124",74,c(-121.148619999735, 37.4729800000715)
"1736","0133157",630,c(-122.380189999629, 37.5761699998407)
"1737","0133173",139,c(-118.061831311286, 34.5591055342802)
"1738","0133181",880,c(-117.207344184493, 34.23147774869)
"1739","0133223",212,c(-122.193219999913, 39.2801700000125)
"1740","0133272",534,c(-118.459869999513, 34.3141200000575)
"1741","0133280",418,c(-118.438559999968, 34.287599999719)
"1742","0133298",503,c(-118.187480980216, 34.1372173650256)
"1743","0133306",149,c(-117.198939999879, 33.8145100001586)
"1744","0133314",91,c(-119.662580000115, 36.7715499998518)
"1745","0133363",228,c(-121.97571999963, 37.3450399998207)
"1746","0133371",338,c(-117.417130000366, 34.091669999785)
"1747","0133389",274,c(-117.735510000436, 33.6880299996278)
"1748","0133397",208,c(-121.787819999778, 37.6748499998379)
"1749","0133405",268,c(-117.713830000442, 33.6722800003758)
"1750","0133413",64,c(-120.876910000126, 37.0523599998905)
"1751","0133439",325,c(-121.919880000472, 37.2666000000428)
"1752","0133462",97,c(-118.113080000328, 34.6754999996448)
"1753","0133488",261,c(-117.82909999996, 33.7179599999882)
"1754","0133496",308,c(-121.833800000414, 37.2917199999491)
"1755","0133504",27,c(-119.240040000101, 35.666370000224)
"1756","0133553",521,c(-121.956629999915, 38.3381399997746)
"1757","0133579",177,c(-117.209560000407, 33.8031500002208)
"1758","0133595",481,c(-122.029640000265, 38.2710099999653)
"1759","0133603",384,c(-118.331499999833, 34.0553400001099)
"1760","0133611",135,c(-118.155109999628, 34.5868599997216)
"1761","0133629",342,c(-122.068500000393, 37.6717999997676)
"1762","0133637",426,c(-122.327190000305, 37.9777800001345)
"1763","0133645",389,c(-122.260760000346, 37.5004500002288)
"1764","0133660",130,c(-121.057339999784, 37.6955899999068)
"1765","0133678",193,c(-121.272640000166, 38.0386399998092)
"1766","0133686",401,c(-118.28169797457, 34.0588850077213)
"1767","0133694",440,c(-118.436716998931, 34.2294919839156)
"1768","0133702",384,c(-118.365299999651, 34.0224999999128)
"1769","0133710",401,c(-118.449520000327, 34.2166099997448)
"1770","0133736",489,c(-118.370669999597, 34.1705799995966)
"1771","0133744",407,c(-118.154330000428, 34.0273199999424)
"1772","0133751",349,c(-121.430349999983, 39.0066139997535)
"1773","0133769",108,c(-121.620130000072, 37.9358099997569)
"1774","0133777",441,c(-121.481069999878, 38.5824600001425)
"1775","0133785",268,c(-117.700479999718, 33.6287799996077)
"1776","0133793",95,c(-119.310679999932, 36.2519100003542)
"1777","0133819",93,c(-119.351369999481, 36.3596900002354)
"1778","0133827",130,c(-120.94945000042, 37.5906199997494)
"1779","0133868",401,c(-118.282170000151, 34.0624600004105)
"1780","0133876",523,c(-122.092889999943, 37.7129999998283)
"1781","0133892",288,c(-117.268899999702, 34.1009300002474)
"1782","0133934",220,c(-121.837360000051, 39.0629400001652)
"1783","0133942",144,c(-119.793300000144, 36.788129999727)
"1784","0133959",290,c(-117.873590000316, 33.7882600004311)
"1785","0133983",290,c(-117.847729967303, 33.7596630091584)
"1786","0134015",433,c(-122.17775999962, 37.7340300001181)
"1787","0134023",348,c(-118.242582985006, 33.9629420142965)
"1788","0134049",391,c(-121.545327595151, 38.6548495284648)
"1789","0134056",284,c(-117.696440000498, 33.5359199996957)
"1790","0134072",302,c(-122.034912999848, 37.9958239997009)
"1791","0134080",247,c(-117.107720000253, 33.6207200004566)
"1792","0134114",477,c(-122.024560000294, 37.9303000004251)
"1793","0134122",1162,c(-122.322970000244, 40.5954399999807)
"1794","0134148",384,c(-118.370900000148, 34.0217900002205)
"1795","0134155",265,c(-116.98783999993, 32.7501099999795)
"1796","0134163",1135,c(-124.09664999993, 40.8725199998419)
"1797","0134197",304,c(-122.127749999914, 37.4682700001082)
"1798","0134205",407,c(-118.165667960455, 34.0232509805631)
"1799","0134213",701,c(-121.553400999716, 39.5053530001553)
"1800","0134221",256,c(-117.98989000052, 33.6763200002646)
"1801","0134239",311,c(-117.91300000016, 33.8353600003119)
"1802","0134262",385,c(-122.244410000125, 38.1117500001662)
"1803","0134270",238,c(-121.966309999491, 37.5240200001699)
"1804","0134288",284,c(-117.878149999976, 33.7592599997904)
"1805","0134304",497,c(-122.281510000231, 37.776130000052)
"1806","0134312",37,c(-119.403810000092, 35.0540699996715)
"1807","0134338",320,c(-118.222609999752, 33.9159299997073)
"1808","0134346",302,c(-118.189920000277, 33.7881299997027)
"1809","0134361",401,c(-118.309263037278, 34.0017079810071)
"1810","0134379",20,c(-115.563170000199, 32.7500700004386)
"1811","0134403",519,c(-122.245469999448, 40.1838500004399)
"1812","0134452",238,c(-121.986470000056, 37.5291099999803)
"1813","0134486",84,c(-119.880240000241, 36.9863900001345)
"1814","0134510",79,c(-120.066279999448, 36.9837999996252)
"1815","0134528",433,c(-122.159900000414, 37.7087299999017)
"1816","0134536",208,c(-121.761439999846, 37.6807200004394)
"1817","0134569",1033,c(-120.36598000014, 37.9699599999247)
"1818","0134577",218,c(-117.291340000306, 33.1807099999484)
"1819","0134619",102,c(-118.146279290236, 34.687106857832)
"1820","0134668",329,c(-122.025239999863, 37.5914599996353)
"1821","0134841",308,c(-117.941929999555, 33.8379399999497)
"1822","0134858",598,c(-117.968980000255, 34.1368999999138)
"1823","0134890",170,c(-117.085535999503, 32.6896829996445)
"1824","0134924",548,c(-122.271169999766, 37.8594100001666)
"1825","0134940",290,c(-117.850309999879, 33.7648700002888)
"1826","0134973",226,c(-119.036780000257, 36.375969999927)
"1827","0134981",177,c(-117.232911000064, 33.772688000163)
"1828","0135053",834,c(-122.690600000554, 38.3411900002666)
"1829","0135061",150,c(-117.481329999681, 33.9355799996111)
"1830","0135079",94,c(-120.039039999979, 36.9588999999816)
"1831","0135087",200,c(-121.9001899999, 37.3837199997309)
"1832","0135095",521,c(-121.989336032484, 38.3478790049909)
"1833","0135103",144,c(-119.763713004117, 36.7936340152949)
"1834","0135137",251,c(-117.750640000104, 33.7149899995932)
"1835","0135145",479,c(-118.830520000264, 34.1552000002253)
"1836","0135178",424,c(-121.392039999894, 38.7872399998213)
"1837","0135186",14,c(-119.286480000045, 35.4909000001365)
"1838","0135194",391,c(-121.551838727079, 38.6629207033886)
"1839","0135244",366,c(-121.934030000298, 37.5445799999606)
"1840","0135251",222,c(-116.964799999914, 33.745210000395)
"1841","0135269",304,c(-122.132870000107, 37.4657499998487)
"1842","0135277",168,c(-116.992289999851, 32.6146499999366)
"1843","0135293",545,c(-117.467359999766, 34.1550600001393)
"1844","0135301",140,c(-118.092860000085, 34.5734700004008)
"1845","0135319",264,c(-122.09014000036, 37.624800000189)
"1846","0135335",318,c(-118.115969999614, 33.9195699997827)
"1847","0135343",437,c(-121.352720000219, 38.5624099999738)
"1848","0135350",1282,c(-122.590240000296, 37.9900600003246)
"1849","0135368",659,c(-118.148550000406, 34.1979799996821)
"1850","0135376",188,c(-121.770589999546, 37.6900700001975)
"1851","0135392",388,c(-121.233249999962, 38.5445100003353)
"1852","0135400",368,c(-121.406260000184, 38.3993099997091)
"1853","0135426",238,c(-122.043000000325, 37.548690000174)
"1854","0135434",474,c(-122.303612978195, 37.9970950156592)
"1855","0135459",84,c(-119.241800000549, 36.2990999995692)
"1856","0135467",21,c(-119.684962000275, 35.6127189997136)
"1857","0135509",401,c(-118.268500000025, 34.0129499998272)
"1858","0135517",348,c(-118.221519011197, 33.9585180044356)
"1859","0135525",295,c(-118.154079999809, 33.7962900003871)
"1860","0135533",523,c(-122.092060000253, 37.7136299998295)
"1861","0135574",253,c(-117.564440000391, 33.917289999971)
"1862","0135582",366,c(-118.308700000389, 33.99531000027)
"1863","0135608",304,c(-122.157303002776, 37.4621000127725)
"1864","0135616",366,c(-118.295598020454, 33.9870500024535)
"1865","0135624",972,c(-122.332759999769, 40.4664199998007)
"1866","0135632",359,c(-118.428939999476, 33.9577099998515)
"1867","0135657",21,c(-115.532099999478, 32.7391600003319)
"1868","0135681",366,c(-118.312249999921, 33.9765900000364)
"1869","0135707",359,c(-118.427320000257, 33.9579499998133)
"1870","0135715",407,c(-118.171850000323, 34.0394900003446)
"1871","0135723",401,c(-118.254629958539, 34.0540530087409)
"1872","0135749",190,c(-121.839739999552, 37.3444600002501)
"1873","0135756",140,c(-120.662620000031, 40.4192799998525)
"1874","0135772",450,c(-121.263930000133, 38.6454399999941)
"1875","0135780",330,c(-119.075900000365, 34.207609999962)
"1876","0135798",352,c(-118.998606057817, 34.2131062861911)
"1877","0135814",452,c(-122.369268007303, 37.5979049907525)
"1878","0135822",302,c(-122.027069999822, 37.9933100003881)
"1879","0135830",1046,c(-122.356060000118, 40.5605500000973)
"1880","0135848",1046,c(-122.356060000118, 40.5605500000973)
"1881","0135855",348,c(-118.183020000098, 33.9876999999744)
"1882","0135863",102,c(-119.302639999816, 36.3535600001599)
"1883","0135871",357,c(-121.293152002528, 38.8553400009342)
"1884","0135889",1046,c(-122.372630000326, 40.5309000003646)
"1885","0135897",261,c(-117.863650000356, 33.7452900000098)
"1886","0135905",530,c(-122.236879999503, 37.8044800002837)
"1887","0135913",174,c(-117.152249999971, 32.7142000002681)
"1888","0135921",359,c(-118.403929999868, 33.9677299996249)
"1889","0135939",398,c(-121.533990999532, 38.5975180001493)
"1890","0135954",401,c(-118.256747983029, 34.0014639845368)
"1891","0135970",197,c(-121.982130000466, 37.3912899997301)
"1892","0135996",320,c(-118.302629999738, 33.9358999999955)
"1893","0136028",34,c(-121.324169999443, 37.6679900000669)
"1894","0136036",482,c(-121.054862999589, 38.6174720002215)
"1895","0136051",548,c(-122.254609999695, 37.8324800001234)
"1896","0136069",242,c(-117.153684000104, 34.0383239998653)
"1897","0136077",265,c(-116.963080000435, 32.807010000289)
"1898","0136085",236,c(-117.317310000112, 33.2324099996307)
"1899","0136093",304,c(-122.145550000317, 37.4733599995908)
"1900","0136101",329,c(-122.025109999639, 37.6037800000363)
"1901","0136119",383,c(-118.324820000156, 33.9524000001819)
"1902","0136127",242,c(-117.1536679998, 34.03832400032)
"1903","0136135",34,c(-121.324169999443, 37.6679900000669)
"1904","0136150",144,c(-119.811549999961, 36.7994300002472)
"1905","0136168",352,c(-117.125720000443, 33.5464700003264)
"1906","0136176",265,c(-116.953819999666, 32.7961100003298)
"1907","0136200",530,c(-121.067077993342, 38.6335980093134)
"1908","0136226",342,c(-122.0979463084, 37.6583506287462)
"1909","0136234",42,c(-119.822360000076, 36.2924300004375)
"1910","0136242",342,c(-122.294840000339, 37.5668100002299)
"1911","0136259",78,c(-118.166470000522, 35.0504200001253)
"1912","0136267",232,c(-117.292820000278, 33.2073299997317)
"1913","0136275",450,c(-121.429509999739, 38.5023000003504)
"1914","0136283",176,c(-121.283469999963, 37.9532499998668)
"1915","0136291",144,c(-119.778780000054, 36.7601100002891)
"1916","0136408",258,c(-117.012750000236, 32.7556099995731)
"1917","0136416",282,c(-117.030096015256, 32.9398990061091)
"1918","0136424",1123,c(-121.11260103044, 39.0740930048181)
"1919","0136432",82,c(-117.292959999751, 34.4687799997257)
"1920","0136473",154,c(-117.053320000232, 32.6486699996194)
"1921","0136499",164,c(-119.803740000504, 36.7273200001559)
"1922","0136507",102,c(-119.291730000552, 36.3303299999113)
"1923","0136515",686,c(-122.232519999481, 37.8234099996632)
"1924","0136523",154,c(-119.870249999826, 36.809340000183)
"1925","0136531",236,c(-118.195979999612, 34.4928399997331)
"1926","0136556",47,c(-119.649649999516, 36.3263200004366)
"1927","0136572",644,c(-121.771700000051, 36.9383199999405)
"1928","0136580",176,c(-122.136780000529, 39.1603699995716)
"1929","0136614",205,c(-117.079722000422, 32.7557079996171)
"1930","0136648",338,c(-117.429529999578, 34.0634599999892)
"1931","0136663",170,c(-117.098639999987, 32.7130199995494)
"1932","0136689",268,c(-117.721869999501, 33.6810500002964)
"1933","0136697",293,c(-121.622279000427, 36.727164999614)
"1934","0136705",312,c(-118.148139999901, 33.8571899999634)
"1935","0136713",9,c(-119.034810000042, 35.2731899999515)
"1936","0136721",178,c(-117.539280000055, 33.9959799997573)
"1937","0136762",334,c(-117.596820000465, 33.5350000000245)
"1938","0136770",29,c(-116.226209999886, 33.74674000026)
"1939","0136788",466,c(-116.954999999814, 33.955699999811)
"1940","0136796",105,c(-121.256219999762, 36.318580000325)
"1941","0136804",316,c(-119.158279999864, 34.165159999704)
"1942","0136838",266,c(-117.215420000388, 33.6800900002816)
"1943","0136846",114,c(-119.779479999784, 36.9698099995848)
"1944","0136887",1531,c(-123.355870000197, 39.413700000319)
"1945","0136895",75,c(-120.837719999484, 37.0663000001062)
"1946","0136903",494,c(-122.342291018726, 37.9343389944327)
"1947","0136929",260,c(-121.846570000209, 37.7092599996753)
"1948","0136937",324,c(-117.367160000202, 34.1227100000837)
"1949","0136945",659,c(-118.148662183253, 34.1976848774052)
"1950","0136952",442,c(-117.22280000042, 34.1348299997789)
"1951","0136960",352,c(-117.161100000101, 33.5002599998559)
"1952","0136978",352,c(-117.161100000101, 33.5002599998559)
"1953","0136986",401,c(-118.299660000174, 34.0243299999393)
"1954","0136994",401,c(-118.282173000383, 34.0624589997764)
"1955","0137000",270,c(-117.902942987569, 33.7493170160538)
"1956","0137018",351,c(-119.180580000018, 34.2455299998673)
"1957","0137026",600,c(-122.302038492867, 37.9155315847976)
"1958","0137034",340,c(-117.064930000092, 33.0704900000965)
"1959","0137042",429,c(-117.897900000117, 34.0664799997915)
"1960","0137059",200,c(-121.879119999577, 37.3388089995754)
"1961","0137067",197,c(-117.181090000093, 32.8149600003655)
"1962","0137075",95,c(-121.53498999977, 37.7779800002327)
"1963","0137083",320,c(-118.269830000231, 33.9325800003829)
"1964","0137091",348,c(-118.248089999612, 33.9607500002207)
"1965","0137109",294,c(-116.935430000322, 32.8007000000852)
"1966","0137125",1566,c(-120.038709999598, 38.4683000003433)
"1967","0137166",320,c(-118.201799999728, 33.9170099998918)
"1968","0137174",362,c(-117.471770000435, 34.0914900001456)
"1969","0137182",173,c(-117.31028999977, 34.0564300003926)
"1970","0137190",95,c(-117.39293999995, 34.5071800000968)
"1971","0137208",57,c(-117.30394000002, 34.5211600000557)
"1972","0137216",246,c(-117.34696999969, 34.4272299997941)
"1973","0137224",32,c(-117.054050000423, 34.8930099999597)
"1974","0137232",485,c(-117.565580000018, 34.4268800001482)
"1975","0137240",320,c(-118.270069999455, 33.9112300003982)
"1976","0137265",124,c(-121.003810000089, 37.6183799998315)
"1977","0137273",435,c(-121.954980000307, 37.2835500002984)
"1978","0137281",354,c(-121.460899999931, 38.4265899999902)
"1979","0137307",590,c(-122.389466968928, 37.7184020157047)
"1980","0137315",290,c(-121.806212989466, 37.3472790043294)
